Id,Label,Date,Image,followers_count,friends_count
1155844907975790594,Quarkwatch,Mon Jul 29 14:17:55 +0000 2019,https://pbs.twimg.com/profile_images/1355627300860137473/7lpr5PYH_normal.jpg,2177,805
1156254246532202499,KurtWBerger1,Tue Jul 30 17:24:29 +0000 2019,https://pbs.twimg.com/profile_images/1393252590633340937/ggIzEnqo_normal.jpg,218,94
1156366716991094786,PatrickGieseX,Wed Jul 31 00:51:24 +0000 2019,https://pbs.twimg.com/profile_images/1433163350335270916/G69jXnCc_normal.jpg,8,152
1156547367602130948,Caro_reicht,Wed Jul 31 12:49:14 +0000 2019,https://pbs.twimg.com/profile_images/1464580602745737216/psBAMVD4_normal.jpg,2252,404
1157194965069500417,Watchu28020892,Fri Aug 02 07:42:34 +0000 2019,https://pbs.twimg.com/profile_images/1282619474659749889/0RM27gAr_normal.jpg,276,866
1158339007882944512,Nitramnull,Mon Aug 05 11:28:35 +0000 2019,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,3,1
1158395682300059649,breaknieuws,Mon Aug 05 15:13:47 +0000 2019,https://pbs.twimg.com/profile_images/1177968084054953985/TIldcpbF_normal.jpg,2005,1309
1158642693544775681,BesorgteBrgeri2,Tue Aug 06 07:35:19 +0000 2019,https://pbs.twimg.com/profile_images/1365279253655347203/QBaPlE2I_normal.jpg,1551,1126
1159434285801201665,R2d2Xrp,Thu Aug 08 12:00:49 +0000 2019,https://pbs.twimg.com/profile_images/1159436401101983744/8KM18Qmh_normal.jpg,1466,4541
1160207693824626689,Tassekaffe2,Sat Aug 10 15:14:04 +0000 2019,https://pbs.twimg.com/profile_images/1301495319641894912/cUeVHR7A_normal.jpg,151,367
1163788557946892288,wldnsadb,Tue Aug 20 12:23:17 +0000 2019,https://pbs.twimg.com/profile_images/1402741161115230210/d-nATqJX_normal.jpg,133,189
