ID,URL,Date,Valid Phish
7278995,http://christmaslightsohio.com/wp-content/plugins//masterx/americanexp..., on Aug 31st 2021 6:31 PM,Unknown
7278994,http://carmeltn.org/wp-content/plugins//masterx/front.htm..., on Aug 31st 2021 6:30 PM,VALID PHISH
7278982,https://paypal-caseid92.com/, on Aug 31st 2021 5:58 PM,VALID PHISH
7278924,http://proteininkiev.com/modules/statssales/translations/admin/-/swiss..., on Aug 31st 2021 4:40 PM,VALID PHISH
7278923,https://dreamlearn.ind.in/spin/mail/src/login.html..., on Aug 31st 2021 4:40 PM,VALID PHISH
7276844,http://ec2-18-170-86-183.eu-west-2.compute.amazonaws.com/delivery-addr..., on Aug 29th 2021 4:47 PM,Unknown
7276584,https://micropigmentacioncapilarsanz.es/Plugins/Seleccione_medio_de_pa..., on Aug 29th 2021 10:26 AM,VALID PHISH
7276583,https://micropigmentacioncapilarsanz.es/Plugins/..., on Aug 29th 2021 10:26 AM,VALID PHISH
7276582,https://shop.mira-and-me.de/modules/mod_menu/tmpl/.../clients/Cdb6i5.p..., on Aug 29th 2021 10:25 AM,Unknown
7276221,http://ec2-18-170-86-183.eu-west-2.compute.amazonaws.com/..., on Aug 28th 2021 3:18 PM,Unknown
7276220,https://diba.one/panel/assets/sass/helpers/vis/..., on Aug 28th 2021 3:18 PM,VALID PHISH
7276219,https://diba.one/panel/assets/sass/helpers/vis..., on Aug 28th 2021 3:18 PM,VALID PHISH
7275659,https://refund-98.com/, on Aug 27th 2021 7:50 PM,VALID PHISH
7275658,http://ec2-52-56-55-82.eu-west-2.compute.amazonaws.com/..., on Aug 27th 2021 7:50 PM,Unknown
7275483,https://www.my-phone-zone.com/modules/blockadvertising/translations/-/..., on Aug 27th 2021 4:21 PM,Unknown
7275482,https://dhl-tracking-id.com.u1459991.cp.regruhosting.ru/Billing/dhl/..., on Aug 27th 2021 4:20 PM,VALID PHISH
7275481,https://secure273.inmotionhosting.com/~shopco9/--/rozalia/Swisscom/..., on Aug 27th 2021 4:20 PM,Unknown
7275480,https://post-ch.pay-3dse.site/1710791448, on Aug 27th 2021 4:20 PM,Unknown
7275479,https://postfincees.000webhostapp.com/login/, on Aug 27th 2021 4:20 PM,VALID PHISH
7275176,https://19ixix1.weebly.com/, on Aug 27th 2021 1:12 PM,Unknown
7275175,https://posttfinccasse.000webhostapp.com/login/..., on Aug 27th 2021 1:12 PM,Unknown
7275124,https://www.juniorun.com/events/pdf/ioe/Redsys.html..., on Aug 27th 2021 11:50 AM,VALID PHISH
7275123,https://postfincse.000webhostapp.com/login/, on Aug 27th 2021 11:50 AM,VALID PHISH
7275122,http://paketschweizlieferungzhe.com/, on Aug 27th 2021 11:50 AM,Unknown
7275072,https://postfincasase.000webhostapp.com/login/..., on Aug 27th 2021 9:40 AM,VALID PHISH
7277822,http://dpm.usbypkp.ac.id/attachments/strs/, on Aug 30th 2021 4:27 PM,Unknown
7277821,http://credit-agricole-secteurrecuripass.co14252.tmweb.ru/compte/7e170..., on Aug 30th 2021 4:27 PM,VALID PHISH
7277820,http://credit-agricole-secteurrecuripass.co14252.tmweb.ru/compte/..., on Aug 30th 2021 4:27 PM,Unknown
7277818,http://besttest.synergize.co/, on Aug 30th 2021 4:26 PM,VALID PHISH
7277817,https://activations-securipass.123miweb.es/, on Aug 30th 2021 4:26 PM,Unknown
7277810,https://xcio-00000auth.web.app/cax0-000000-xco.htm..., on Aug 30th 2021 4:18 PM,VALID PHISH
7277769,https://www.crossfitlia.com.br/wp-content/upgrade/index.php..., on Aug 30th 2021 3:18 PM,VALID PHISH
7277768,https://oluxo48475.firebaseapp.com/01oluxo48475.html..., on Aug 30th 2021 3:17 PM,Unknown
7277615,https://postfincesmase.000webhostapp.com/login/..., on Aug 30th 2021 1:34 PM,Unknown
7277452,https://posttfubcese.000webhostapp.com/login/, on Aug 30th 2021 9:12 AM,Unknown
7277443,https://paybill-3d.site/post/ch/info/, on Aug 30th 2021 8:58 AM,Unknown
7277442,https://directcredit-suisse-dn.com/ekp-web/*/idp/portal/..., on Aug 30th 2021 8:58 AM,Unknown
7277292,https://www.handicappedproduct.com/controller/extension/analytics/-/vi..., on Aug 30th 2021 6:26 AM,Unknown
7277263,http://pay-hostpoint-ch-eb2cbdfd.karpet2r.pt/Nlk3T0NEYUlwL052dFJyQ0xGT..., on Aug 30th 2021 6:04 AM,Unknown
7277262,http://judoclubmoulinois.fr/example.com, on Aug 30th 2021 6:03 AM,Unknown
7277225,https://homegate-anmelden-de.com/, on Aug 30th 2021 4:42 AM,Unknown
7277224,https://www.romngao.com/mcards/index.php, on Aug 30th 2021 4:42 AM,Unknown
7276924,http://judoclubmoulinois.fr/domain.ch, on Aug 29th 2021 7:33 PM,Unknown
7276923,http://pay-hostpoint-ch-76024119.ricardopiresfotografia.com/TVdBZkhDTk..., on Aug 29th 2021 7:31 PM,Unknown
7276846,https://584708.selcdn.ru/update/oseupdate/Logins1.html#[email protected], on Aug 29th 2021 4:49 PM,VALID PHISH
7278907,http://robotverifviseca.xyz/red/, on Aug 31st 2021 4:19 PM,Unknown
7278905,https://package-colis.com/tracking/Ch/, on Aug 31st 2021 4:19 PM,Unknown
7278904,http://www.dexdeegolfresort.com/index5.php, on Aug 31st 2021 4:19 PM,Unknown
7278902,http://alignedhealingcenter.com/wp-admin/wew/, on Aug 31st 2021 4:12 PM,VALID PHISH
7278901,https://paypal-caseid19.com/, on Aug 31st 2021 4:12 PM,Unknown
7278727,https://cx69329.tmweb.ru/, on Aug 31st 2021 2:12 PM,VALID PHISH
7278726,https://postfiincese.xyz/login/error.html, on Aug 31st 2021 2:12 PM,VALID PHISH
7278725,https://schweizerid.com/, on Aug 31st 2021 2:12 PM,VALID PHISH
7278724,https://dexdeegolfresort.com/index5.php, on Aug 31st 2021 2:12 PM,VALID PHISH
7278674,https://panafricanwritersassociation.com/Magenta/index.php..., on Aug 31st 2021 1:46 PM,Unknown
7278673,http://pay-hostpoint-ch-402a704a.liscatur.pt/TkUxUFFMVXg4RTZuZmovcnNWS..., on Aug 31st 2021 1:44 PM,Unknown
7278672,https://secure290.inmotionhosting.com/~brinke8/wp-includes/IXR/nx/..., on Aug 31st 2021 1:44 PM,Unknown
7278671,https://lucie-inter.myshopwired.com/, on Aug 31st 2021 1:44 PM,VALID PHISH
7278623,http://ec2-18-130-241-148.eu-west-2.compute.amazonaws.com/tracking.php..., on Aug 31st 2021 12:24 PM,Unknown
7278608,https://ellatinodigital.com/wp-content/zgi/, on Aug 31st 2021 12:09 PM,Unknown
7278607,https://orderyoghurtonline.com/tsst/viseca/clients/dsQ73U.php?verifica..., on Aug 31st 2021 12:04 PM,Unknown
7278606,http://00hw1.mjt.lu/lnk/AWIAAAqZo_AAAAAAAAAAAA-ZxFkAAAAA0pAAAAAAABnN4A..., on Aug 31st 2021 12:04 PM,Unknown
7278605,https://eylpjhbrigzkp3pum55azw-on.drv.tw/ljghfxhjuy76rtetyuyrt/uyhfdgf..., on Aug 31st 2021 12:03 PM,VALID PHISH
7278596,https://posttfinceese.000webhostapp.com/login/..., on Aug 31st 2021 11:50 AM,VALID PHISH
7278595,https://postfincec.xyz/login/, on Aug 31st 2021 11:50 AM,Unknown
7278594,https://acecollege.edu.pk/31/, on Aug 31st 2021 11:50 AM,Unknown
7278539,https://multuservicefree.shop/all/migalo, on Aug 31st 2021 10:54 AM,Unknown
7278532,https://esportfinal.info/ShareOnline/#[email protected], on Aug 31st 2021 10:53 AM,Unknown
7278432,https://postfiincesse.xyz/login/, on Aug 31st 2021 8:57 AM,VALID PHISH
7278420,https://one-digitalservice.ac/ejRtM2g0bjQ4NGY0ajRwNTQ0ejVsNGs0cjVpNGs1..., on Aug 31st 2021 8:20 AM,Unknown
7278399,https://mysourceclicks.com/8a8e8d0b-2749-4a43-a338-fe3d52aa7de3..., on Aug 31st 2021 7:41 AM,Unknown
7278398,https://yourwalletupdate.page.link/MWRs, on Aug 31st 2021 7:41 AM,Unknown
7278396,https://mysourceclicks.com/23cf3294-3777-412c-8ec1-54ad005ff0b5..., on Aug 31st 2021 7:39 AM,Unknown
7278395,https://yourwithdrawalupdate.page.link/LbNr, on Aug 31st 2021 7:39 AM,Unknown
7278334,http://mondesdedomination.com/modules/gamification/data/wp/parcels/swi..., on Aug 31st 2021 6:39 AM,VALID PHISH
7278286,https://webmailaccountupdatepremium.bitrix24.site/..., on Aug 31st 2021 5:37 AM,Unknown
7278285,http://webmailaccountupdatepremium.bitrix24.site..., on Aug 31st 2021 5:37 AM,Unknown
7278280,http://www.proteininkiev.com/modules/blockbanner/views/templates/admin..., on Aug 31st 2021 5:31 AM,VALID PHISH
7278279,https://dredls.weebly.com/, on Aug 31st 2021 5:31 AM,Unknown
7278277,https://mmaseguros.com/1xbet10xFKieen/, on Aug 31st 2021 5:31 AM,Unknown
7278276,https://pcsnissin.com/plug/us/, on Aug 31st 2021 5:30 AM,VALID PHISH
7278275,https://pcsnissin.com/plug/index.php, on Aug 31st 2021 5:30 AM,VALID PHISH
7277931,https://die-post.viewdns.net/Checkout/, on Aug 30th 2021 6:40 PM,VALID PHISH
7277930,https://diepost-tracking.ddns.net, on Aug 30th 2021 6:39 PM,VALID PHISH
7277889,https://mzwy2.csb.app/, on Aug 30th 2021 5:46 PM,Unknown
7284201,https://martinharry.com/Die-post, on Sep 6th 2021 3:49 PM,VALID PHISH
7284200,https://r1roofingservices.com.au/acces/aghoutiing/locaking/ako/loca/ch..., on Sep 6th 2021 3:48 PM,VALID PHISH
7284199,https://paketinformationen.com/log/, on Sep 6th 2021 3:48 PM,Unknown
7284198,https://zealous-hertz.62-4-16-79.plesk.page/k/..., on Sep 6th 2021 3:48 PM,Unknown
7284000,http://oak-innovation.com.ens.pt/oak-innovation.com..., on Sep 6th 2021 12:51 PM,VALID PHISH
7283999,http://huesser.me.ens.pt/huesser.me, on Sep 6th 2021 12:51 PM,VALID PHISH
7283998,http://gyger-ag.ch.ens.pt/gyger-ag.ch, on Sep 6th 2021 12:51 PM,VALID PHISH
7283996,http://melanieoberholzer.ch.ens.pt/melanieoberholzer.ch..., on Sep 6th 2021 12:50 PM,VALID PHISH
7283995,https://www.musclespro.com/us/, on Sep 6th 2021 12:50 PM,VALID PHISH
7283959,http://www.package-colis.com/tracking/Ch/, on Sep 6th 2021 11:23 AM,Unknown
7283958,http://admin-h0stp0int-ch-8dc77aed.lavourasaudade.pt/UUNwVjhCd1VsUUFXU..., on Sep 6th 2021 11:23 AM,VALID PHISH
7283885,http://grafikwerft.ch.servitire.com/grafikwerft.ch..., on Sep 6th 2021 9:28 AM,VALID PHISH
7283880,https://myprivate-clouddev-punchred.s3.jp-osa.cloud-object-storage.app..., on Sep 6th 2021 9:16 AM,VALID PHISH
7283879,https://servic-upcmail-app.weebly.com/, on Sep 6th 2021 9:15 AM,VALID PHISH
7283878,http://admin-h0stp0int-ch-7b18a4fd.lavourasaudade.pt/bEhPeTF2THIxNmMwb..., on Sep 6th 2021 9:15 AM,VALID PHISH
7283871,http://tracking.privilege1991.com/vendor/vc/[email protected], on Sep 6th 2021 8:42 AM,VALID PHISH
7283870,https://firebasestorage.googleapis.com/v0/b/op22jsjsj.appspot.com/o/en..., on Sep 6th 2021 8:42 AM,VALID PHISH
7283869,https://rovinajayasentosa.com/index2.php, on Sep 6th 2021 8:42 AM,Unknown
7283843,https://guillaumerapin13.sitee.be/, on Sep 6th 2021 7:55 AM,VALID PHISH
7283842,https://maicico.com/ch/postswiss/manage/?view=login&appIdKey=fcd00c065..., on Sep 6th 2021 7:54 AM,VALID PHISH
7283798,https://rustlingen.de/DeutschePost-DHL/1xbet10xFKieen/dhl/..., on Sep 6th 2021 6:37 AM,Unknown
7283762,https://safetechconsultants.co.za/index2.php, on Sep 6th 2021 5:53 AM,Unknown
7283761,https://rgkmoverspackers.com/ch/, on Sep 6th 2021 5:53 AM,Unknown
7283760,https://schweizpacks.com/trakinginfo/, on Sep 6th 2021 5:53 AM,Unknown
7283523,http://admin-h0stp0int-ch-d4a09df3.lavourasaudade.pt/Nlk3T0NEYUlwL052d..., on Sep 5th 2021 8:55 PM,VALID PHISH
7283522,http://ch.pirotecniaduarte.com/ch, on Sep 5th 2021 8:55 PM,VALID PHISH
7283521,https://katrefikirsanat.com/wp-admin/mast/index.php..., on Sep 5th 2021 8:51 PM,VALID PHISH
7283520,https://trestage.com/wp-comments.php, on Sep 5th 2021 8:51 PM,VALID PHISH
7283519,https://lymfit.com/home/assets/favicos/media/favellas/Seleccione_medio..., on Sep 5th 2021 8:51 PM,VALID PHISH
7283518,https://lymfit.com/home/assets/favicos/media/favellas/..., on Sep 5th 2021 8:51 PM,VALID PHISH
7283245,https://renfunds.org/, on Sep 5th 2021 5:42 AM,Unknown
7283244,http://loukkkakak.co/, on Sep 5th 2021 5:42 AM,Unknown
7282925,https://ec2-3-9-172-167.eu-west-2.compute.amazonaws.com/..., on Sep 4th 2021 6:43 PM,Unknown
7282924,http://cisticitextilie.cz/modules/zgi/, on Sep 4th 2021 6:41 PM,Unknown
7282920,http://www.cdecornella.com/cat/js/2/, on Sep 4th 2021 6:35 PM,Unknown
7282919,https://www.onlinesystems.biz/admincp/, on Sep 4th 2021 6:35 PM,VALID PHISH
7282918,http://u124332712i.ha004.t.justns.ru/GovCERTch/c74ce8b8891c7e13382934d..., on Sep 4th 2021 6:35 PM,VALID PHISH
7282917,http://u124332712i.ha004.t.justns.ru/GovCERTch/..., on Sep 4th 2021 6:35 PM,VALID PHISH
7282916,http://www.cdecornella.com/cat/js/1/, on Sep 4th 2021 6:34 PM,VALID PHISH
7282804,http://anjuliveda.de/wp-sui/SWISSAPOSTA/POSTSWISRA/PostCanada/MyOrderP..., on Sep 4th 2021 2:05 PM,VALID PHISH
7289835,http://co89927.tmweb.ru/ypVq18IwQj/9rcinP8oOQ/dhl/info.php..., on Sep 12th 2021 7:04 PM,Unknown
7289834,http://paket.networkcoliquio.com/re.php, on Sep 12th 2021 7:04 PM,Unknown
7289833,https://paypal-caseid458.com/users/userID-79958/season.php?country.x=8..., on Sep 12th 2021 7:04 PM,VALID PHISH
7289832,http://www.hostpoint.ch-buchserdorffest.ch.adnpro.pt/reg/ch/xx/rnv.php..., on Sep 12th 2021 7:04 PM,Unknown
7289831,https://refund-9899.myftp.org/80.219.188.15/index.php?ip=80.219.188.15..., on Sep 12th 2021 7:04 PM,Unknown
7289830,http://bibbystorie.art, on Sep 12th 2021 7:04 PM,Unknown
7289829,https://myswisscom.net/, on Sep 12th 2021 7:04 PM,Unknown
7289828,https://www.rgahyd.com/su/, on Sep 12th 2021 7:03 PM,Unknown
7289827,https://fees.ec-swissposting-payment.blindspotdevelopment.com/idp/inde..., on Sep 12th 2021 7:03 PM,VALID PHISH
7289826,https://webmkonto.weebly.com/, on Sep 12th 2021 7:03 PM,Unknown
7289520,https://paypal-caseid458.com/users/userID-53542/season.php?country.x=d..., on Sep 12th 2021 6:51 AM,VALID PHISH
7289519,http://mennicabydgoska.com/modules/jmsslider/views/img/slides/-/Swissp..., on Sep 12th 2021 6:51 AM,VALID PHISH
7289518,https://mailsunrise.wixsite.com/my-site, on Sep 12th 2021 6:51 AM,Unknown
7289517,https://lhc.nyc3.digitaloceanspaces.com/bud/vmg.html#[email protected], on Sep 12th 2021 6:51 AM,VALID PHISH
7289413,https://post-ch-de.deliveryorder.info/order/pay/CH362459769..., on Sep 11th 2021 7:20 PM,VALID PHISH
7289360,https://theredbox.com.ua/mas/tracking.php?ssl=yes..., on Sep 11th 2021 6:22 PM,VALID PHISH
7289359,https://maowaa.com/some, on Sep 11th 2021 6:22 PM,Unknown
7289358,https://paypal-caseid428.com/, on Sep 11th 2021 6:22 PM,VALID PHISH
7289218,https://www.grupocinco.cl/si/[email protected], on Sep 11th 2021 2:22 PM,VALID PHISH
7289138,http://www.hostpoint.ch-swiss-protection-service.ch.adnpro.pt/reg/ch/i..., on Sep 11th 2021 11:44 AM,Unknown
7289137,https://noraruoti.com.py/js/jamil/postch.php, on Sep 11th 2021 11:43 AM,VALID PHISH
