latitude,longitude,name,ort,plz,strasse,hausnummer,typ
46.930922,7.530358,coop-supermarkt-ruefenacht,Rüfenacht,3075,Alte Bernstrasse,216,retail
47.132486,8.744998,coop-supermarkt-einsiedeln-wissmueli-markt-k-,Einsiedeln,8840,Zürichstrasse,44,retail
46.477862,8.799024,coop-supermarkt-faido,Faido,6760,Via Pian della Croce,1,retail
47.062987,7.616357,pronto-burgdorf,Burgdorf,3400,Kirchbergstrasse,102,pronto
46.316305,8.492514,coop-supermarkt-bosco-gurin,Bosco Gurin,6685,Bosco Gurin,,retail
47.266846,8.424128,coop-supermarkt-obfelden,Obfelden,8912,Ottenbacherstrasse,23,retail
47.139221,8.746085,pronto-einsiedeln,Einsiedeln,8840,Zürichstrasse,75,pronto
46.860324,7.493716,coop-supermarkt-toffen,Toffen,3125,Bahnhofstrasse,17,retail
46.307169,7.960355,coop-bau-hobby-b-h-brig-gamsen,Brig,3902,Industriestrasse,3,bh
46.307069,7.960588,lumimart-brig,Brig-Gamsen,3900,Industriestrasse,5,lumimart
46.89319,7.497673,coop-supermarkt-belp,Belp,3123,Schützenweg,3,retail
46.893541,7.497778,coop-restaurant-belp,Belp,3123,Schützenweg,3,restaurant
46.306168,7.960761,pronto-brig,Brig-Gamsen,3900,Kantonsstrasse,300,pronto
47.295324,8.242063,coop-supermarkt-fahrwangen,Fahrwangen,5615,Bärenplatz,6,retail
46.80965,7.478754,coop-supermarkt-riggisberg,Riggisberg,3132,Sonnenweg,4,retail
47.29571,8.22775,coop-supermarkt-meisterschwanden,Meisterschwanden,5616,Hauptstrasse,10,retail
47.260394,7.946699,coop-supermarkt-brittnau,Brittnau,4805,Dorfstrasse,24,retail
47.274023,8.446068,interdiscount-affoltern-am-albis,Affoltern am Albis,8910,Büelstrasse, 15,id
47.274167,8.446031,christ-affoltern-coopark-christ,Affoltern am Albis,8910,Büelstrasse,15,christ
47.274164,8.446388,coop-supermarkt-affoltern-am-albis,Affoltern am Albis,8910,Büelstrasse,15,retail
47.274164,8.446388,coop-restaurant-affoltern-am-albis,Affoltern am Albis,8910,Büelstrasse,15,restaurant
46.933061,7.506764,pronto-guemligen,Gümligen BE,3073,Worbstrasse,225,pronto
46.933297,7.503941,coop-supermarkt-guemligen-zentrum-moos,Gümligen,3073,Turbenweg,1,retail
46.933297,7.503941,coop-restaurant-guemligen-zentrum,Gümligen,3073,Turbenweg,1,restaurant
47.212214,7.791348,interdiscount-langenthal-affenplatz,Langenthal,4900,St. Urbanstrasse,22,id
47.211608,7.789324,christ-langenthal-christ,Langenthal,4900,Farbgasse,7,christ
47.21228,7.79012,coop-supermarkt-langenthal-tell,Langenthal,4900,St. Urbanstrasse,3,retail
47.21228,7.79012,coop-restaurant-langenthal-tell,Langenthal,4900,St. Urbanstrasse,3,restaurant
47.212401,7.789012,impo-langenthal-ip,Langenthal,4900,Marktgasse,14,impo
47.284218,8.453927,pronto-affoltern-am-albis,Affoltern am Albis,8910,Im Wängli,6,pronto
47.203719,8.68384,coop-supermarkt-richterswil-obermatt,Richterswil,8805,Obermattstrasse,7,retail
47.203517,8.685129,pronto-richterswil,Richterswil,8805,Obermattstrasse,1,pronto
46.959286,7.500347,coop-supermarkt-ostermundigen-ruetiweg,Ostermundigen,3072,Bernstrasse,142,retail
46.932155,7.484216,coop-supermarkt-muri,Muri,3074,Thunstrasse,68,retail
47.21964,8.661382,cindy-cindy-s-diner-herrlisberg-sue,Wädenswil,8820,A3 (Richtung Chur),,cindy
47.220884,8.661133,cindy-cindy-s-diner-herrlisberg-no,Wädenswil,8820,A3 (Richtung Zürich),,cindy
47.245315,8.60835,coop-supermarkt-horgen-waldegg,Horgen,8810,Einsiedlerstrasse,301,retail
46.296269,7.914619,coop-supermarkt-eyholz-center,Visp Eyholz,3930,Kantonsstrasse,57,retail
46.296269,7.914619,coop-restaurant-eyholz-center,Visp Eyholz,3930,Kantonsstrasse,57,restaurant
47.220797,7.781502,coop-supermarkt-langenthal-baeregg,Langenthal,4900,Bäreggstrasse,10,retail
47.220806,7.781476,coop-vitality-langenthal,Langenthal,4900,Bäreggstrasse,10,vitality
46.910805,7.470573,coop-supermarkt-kehrsatz,Kehrsatz,3122,Bernstrasse,17,retail
47.086761,7.583908,coop-restaurant-kirchberg,Kirchberg,3422,Zürichstrasse,1,restaurant
46.318427,8.601975,coop-supermarkt-cevio,Cevio,6675,Via Valmaggina,11,retail
47.077921,7.574601,pronto-alchenflueh-lyssach-center,Alchenflüh,3422,Bernstrasse,50,pronto
47.087624,7.584042,coop-supermarkt-kirchberg,Kirchberg,3422,Zürichstrasse,3,retail
46.973923,7.496579,coop-supermarkt-bolligen,Bolligen,3065,Dorfmärit,19,retail
47.072324,7.568597,coop-bau-hobby-b-h-lyssach,Lyssach,3421,Bernstrasse,9,bh
47.311928,8.114356,coop-supermarkt-unterkulm,Unterkulm,5726,Hauptstrasse,34,retail
47.072011,7.567793,interdiscount-lyssach,Lyssach,3421,Bernstrasse,9,id
47.072029,7.567806,livique-lyssach,Lyssach,3421,Bernstrasse,9,livique
47.217336,7.768675,pronto-langenthal,Langenthal,4900,Bützbergstrasse,103,pronto
47.242089,7.821262,coop-supermarkt-roggwil,Roggwil,4914,Bahnhofstrasse,24,retail
47.195156,8.723076,coop-supermarkt-wollerau,Wollerau,8832,Bahnhofstrasse,20,retail
46.937744,7.476447,coop-supermarkt-bern-egghoelzli,Bern,3015,Weltpoststrasse,20,retail
46.955651,7.483632,coop-supermarkt-ostermundigen-bahnhofstrasse,Ostermundigen,3072,Bahnhofstrasse,3,retail
46.955651,7.483632,coop-restaurant-ostermundigen-bahnhof,Ostermundigen,3072,Bahnhofstrasse,3,restaurant
46.95566,7.483632,interdiscount-ostermundigen,Ostermundigen,3072,Bahnhofstrasse,3,id
47.228239,7.786515,coop-bau-hobby-b-h-langenthal,Langenthal,4900,Gaswerkstrasse,33C,bh
47.279638,7.927016,coop-supermarkt-strengelbach,Strengelbach,4802,Streumattweg,2,retail
47.185798,7.70329,coop-supermarkt-herzogenbuchsee,Herzogenbuchsee,3360,Bernstrasse,43,retail
47.185798,7.70329,coop-restaurant-herzogenbuchsee,Herzogenbuchsee,3360,Bernstrasse,43,restaurant
47.185361,7.701533,pronto-herzogenbuchsee,Herzogenbuchsee,3360,Bernstrasse,40,pronto
47.208474,8.705667,coop-supermarkt-richterswil-poststrasse,Richterswil,8805,Poststrasse,14B,retail
47.308584,8.051127,coop-supermarkt-schoeftland,Schöftland,5040,Dorfstrasse,31,retail
46.9454,7.472761,coop-supermarkt-bern-freudenberg,Bern,3006,Giacomettistrasse,15,retail
47.259032,8.59874,coop-supermarkt-horgen-leue-huus,Horgen,8810,Zugerstrasse,35,retail
47.289258,7.94462,interdiscount-zofingen,Zofingen,4800,Vordere Hauptgasse,33,id
46.493336,7.560709,coop-supermarkt-adelboden,Adelboden,3715,Landstrasse,3,retail
47.213915,7.743704,coop-supermarkt-buetzberg,Bützberg,4922,Bernstrasse,39,retail
47.23109,8.669105,interdiscount-waedenswil,Wädenswil,8820,Florhofstrasse,13,id
47.261044,8.597225,pronto-horgen-am-bahnhof,Horgen,8810,Bahnhofstrasse,8,pronto
47.231083,8.669726,coop-supermarkt-waedenswil-di-alt-fabrik,Wädenswil,8820,Florhofstrasse,9,retail
47.23025,7.775555,pronto-aarwangen,Aarwangen,4912,Langenthalstrasse,90,pronto
47.230344,8.672377,coop-supermarkt-waedenswil,Wädenswil,8820,Zugerstrasse,6,retail
46.974119,7.481887,pronto-ittigen-talgut-zentrum,Ittigen,3063,Talgut-Zentrum,19,pronto
46.974227,7.48169,coop-supermarkt-ittigen,Ittigen,3063,Talgut-Zentrum,19,retail
46.974227,7.48169,coop-restaurant-ittigen,Ittigen,3063,Talgut-Zentrum,19,restaurant
46.293785,7.881673,pronto-visp-bahnhof,Visp,3930,Bahnhofplatz,1,pronto
47.292235,7.942626,coop-supermarkt-zofingen,Zofingen,4800,Aarburgerstrasse,4,retail
47.292235,7.942626,coop-restaurant-zofingen,Zofingen,4800,Aarburgerstrasse,4,restaurant
46.292561,7.879548,interdiscount-visp-brueckenweg,Visp,3930,Kantonsstrasse,1,id
46.292462,7.87956,impo-visp-centerpark-ip,Visp,3930,Kantonsstrasse,1,impo
46.292372,7.879702,coop-supermarkt-visp-center,Visp,3930,Kantonsstrasse,1,retail
47.24219,8.65561,coop-supermarkt-au-waedenswil,Au,8804,Alte Landstrasse,26,retail
46.296049,7.866248,pronto-visp,Visp,3930,Wehreyering,1,pronto
47.017781,7.501677,pronto-urtenen-schoenbuehl,Urtenen-Schönbühl,3322,Sandstrasse,8,pronto
46.973132,7.473383,lumimart-ittigen,Ittigen,3063,Mittelweg,2,lumimart
47.018663,7.500875,coop-supermarkt-schoenbuehl-center,Urtenen-Schönbühl,3322,Sandstrasse,8,retail
47.018663,7.500875,coop-restaurant-schoenbuehl,Urtenen-Schönbühl,3322,Sandstrasse,8,restaurant
46.928538,7.450455,coop-supermarkt-wabern,Wabern,3084,Seftigenstrasse,240,retail
46.961899,7.465151,coop-supermarkt-bern-wankdorf,Bern,3014,Papiermühlestrasse,85,retail
47.28924,8.539851,coop-supermarkt-langnau-am-albis,Langnau am Albis,8135,Höflistrasse,7,retail
47.28924,8.539851,ca-puccini-langnau-ca-puccini,Langnau am Albis,8135,Höflistrasse,7,capuccini
46.963599,7.465691,sapori-ditalia-bern-wankdorf-sapori,Bern,3014,Papiermühlestrasse,85,sapori
46.963599,7.465691,interdiscount-bern-wankdorf,Bern,3014,Papiermühlestrasse,85,id
47.278227,8.575391,coop-supermarkt-oberrieden,Oberrieden,8942,Alte Landstrasse,26,retail
46.963635,7.465586,christ-bern-wankdorf-christ,Bern,3014,Papiermühlestrasse,71,christ
46.963617,7.465572,coop-restaurant-bern-wankdorf-center,Bern,3014,Papiermühlestrasse,85,restaurant
46.963644,7.465572,impo-bern-wankdorf-ip,Bern,3014,Papiermühlestrasse,85,impo
46.963626,7.465533,coop-vitality-bern-wankdorf,Bern,3014,Papiermühlestrasse,85,vitality
47.02049,7.49805,coop-supermarkt-schoenbuehl-dorf,Schönbühl,3322,Zentrumsplatz,12,retail
47.267057,7.834946,pronto-murgenthal,Murgenthal,4853,Hauptstrasse,62,pronto
47.267504,7.835623,coop-supermarkt-murgenthal,Murgenthal,4853,Hauptstrasse,60,retail
47.284542,8.564329,coop-bau-hobby-b-h-thalwil,Thalwil,8800,Bönirainstrasse,4,bh
46.959275,7.455007,coop-supermarkt-bern-breitenrain,Bern,3014,Stauffacherstrasse,2,retail
46.959275,7.455007,coop-restaurant-bern-breitenrain,Bern,3014,Stauffacherstrasse,2,restaurant
47.042417,7.503482,interdiscount-jegenstorf,Jegenstorf,3303,Bernstrasse,92,id
47.041887,7.502902,interdiscount-onlineshop-b2c-id-ch,Jegenstorf,3303,Bernstrasse,90,id
46.948139,7.44598,coop-city-city-marktgasse,Bern,3011,Marktgasse,24,city
46.948112,7.445967,coop-supermarkt-city-bern-marktgasse-food,Bern,3011,Marktgasse,24,retail
46.948238,7.445691,impo-bern-marktgasse-ip,Bern,3001,Marktgasse,32-34,impo
46.962819,7.452223,pronto-bern-standstrasse,Bern,3014,Standstrasse,42,pronto
47.049819,7.506281,coop-supermarkt-jegenstorf,Jegenstorf,3303,Bernstrasse,4,retail
46.948014,7.444561,christ-bern-marktgasse-christ,Bern,3011,Marktgasse,55,christ
47.288676,8.573935,pronto-thalwil,Thalwil,8800,Seestrasse,67,pronto
47.305104,7.928704,lumimart-oftringen,Oftringen,4665,Nordstrasse,16/18,lumimart
46.948364,7.443379,coop-supermarkt-bern-spitalgasse,Bern,3011,Spitalgasse,2,retail
46.948589,7.443445,interdiscount-be-waisenhausplatz,Bern,3011,Waisenhausplatz,6,id
46.948652,7.443458,interdiscount-bern,Bern,3011,Neuengass-Unterführung,3,id
46.780994,7.408166,coop-supermarkt-rueschegg-heubach,Rüschegg-Heubach,3154,Aeugstenschwand,833,retail
46.979073,7.457616,coop-supermarkt-worblaufen,Worblaufen,3048,Tiefenaustrasse,2,retail
46.94778,7.441606,impo-bern-spitalgasse-ip,Bern,3000,Spitalgasse,35,impo
46.947627,7.441474,coop-supermarkt-bern-schauplatzgasse,Bern,3011,Spitalgasse,37,retail
46.949219,7.442079,coop-hotel-bern-hotel-savoy,Bern,3011,Neuengasse,26,hotel
46.949552,7.442039,coop-supermarkt-city-bern-ryfflihof-food,Bern,3011,Aarbergergasse,53,retail
46.949552,7.442039,coop-city-city-ryfflihof,Bern,3011,Aarbergergasse,53,city
46.949552,7.442039,coop-restaurant-bern-ryfflihof,Bern,3011,Aarbergergasse,53,restaurant
46.949552,7.442039,christ-bern-ryfflihof-christ,Bern,3011,Aarbergergasse,53,christ
46.949552,7.442039,take-it-bern-ryfflihof-take-it,Bern,3011,Aarbergergasse,53,takeit
46.949606,7.441553,impo-bern-ryfflihof-ip,Bern,3011,Aarbergergasse /Neuengasse,53,impo
46.949228,7.441317,coop-vitality-bern-ryfflihof,Bern,3011,Genfergasse,3,vitality
46.939477,7.436982,coop-supermarkt-bern-sulgenbach,Bern,3007,Eigerstrasse,60,retail
46.948841,7.440936,coop-to-go-bern-bahnhof-to-go,Bern,3011,Bahnhofplatz,10a,togo
47.294961,8.564152,impo-thalwil-gotthardstrasse-ip,Thalwil,8800,Gotthardstrasse,17,impo
46.948841,7.440279,coop-supermarkt-bern-rbs,Bern,3011,Bahnhofplatz RBS,10A,retail
46.948841,7.440279,zopf-bern-bhf-marche-z-z,Bern,3000,Neuengass Unterführung,,zopf
46.948931,7.439925,coop-supermarkt-bern-bahnhof,Bern,3011,Bahnhofplatz,10,retail
47.296627,8.562071,coop-vitality-thalwil,Thalwil,8800,Florastrasse,1,vitality
47.296627,8.562137,coop-supermarkt-thalwil,Thalwil,8800,Florastrasse,1,retail
47.296627,8.562137,coop-restaurant-thalwil,Thalwil,8800,Florastrasse,1,restaurant
47.296636,8.562124,interdiscount-thalwil,Thalwil,8800,Florastrasse,1,id
47.308407,7.926116,pronto-oftringen,Oftringen,4665,Luzernerstrasse,54,pronto
46.94787,7.43781,coop-supermarkt-bern-postparc,Bern,3008,Schanzenstrasse,4,retail
47.346978,8.245157,coop-supermarkt-villmergen,Villmergen,5612,Dorfplatz,1,retail
47.200457,8.778165,coop-supermarkt-pfaeffikon-sz-etzelstrasse,Pfäffikon,8808,Etzelstrasse,14,retail
47.279735,8.615184,coop-supermarkt-feldmeilen,Feldmeilen,8706,General-Willestrasse, 65,retail
47.279686,8.615553,ca-puccini-feldmeilen-ca-puccini,Feldmeilen,8706,General-Wille-Strasse,65,capuccini
47.269932,8.642801,interdiscount-meilen,Meilen,8706,Dorfstrasse,81,id
47.268607,8.646512,coop-supermarkt-meilen,Meilen,8706,Dorfstrasse,140,retail
46.930356,7.428264,coop-supermarkt-koeniz-steinhoelzli,Liebefeld,3097,Kirchstrasse,4,retail
47.000381,7.461554,pronto-zollikofen,Zollikofen,3052,Bernstrasse,189,pronto
46.941096,7.431479,coop-supermarkt-bern-eigerplatz,Bern,3007,Eigerplatz,5A,retail
47.347612,8.16171,coop-supermarkt-seon,Seon,5703,Unterdorfstrasse,18,retail
47.202934,8.778649,coop-supermarkt-pfaeffikon-bahnhof,Pfäffikon,8808,Bahnweg,2,retail
47.348476,8.269849,pronto-wohlen-bahnhof,Wohlen,5610,Bahnhofplatz,1,pronto
47.324181,8.468472,coop-supermarkt-bonstetten,Bonstetten,8906,Im Heumoos,25,retail
46.997135,7.458555,coop-supermarkt-zollikofen,Zollikofen,3052,Maritgasse,1,retail
46.997135,7.458555,coop-restaurant-zollikofen,Zollikofen,3052,Märitgasse,1,restaurant
47.08522,7.523656,coop-supermarkt-fraubrunnen,Fraubrunnen,3312,Bahnhofstrasse,5,retail
47.334085,8.024959,coop-supermarkt-koelliken,Kölliken,5742,Hauptstrasse,45,retail
47.350252,8.270499,coop-supermarkt-wohlen,Wohlen,5610,Alte Bahnhofstrasse,2-6,retail
47.350252,8.270499,coop-vitality-wohlen-cv,Wohlen,5610,Alte Bahnhofstrasse,2,vitality
47.350481,8.27119,interdiscount-wohlen,Wohlen,5610,Zenralstrasse,59,id
47.313027,8.525316,coop-supermarkt-adliswil,Adliswil,8134,Poststrasse,3,retail
47.286236,8.612842,coop-supermarkt-herrliberg,Herrliberg,8704,Forchstrasse,45,retail
47.312153,7.916535,interdiscount-oftringen-perry,Oftringen,4665,Bernstrasse,1,id
46.909925,7.41505,coop-supermarkt-koeniz-schliern,Schliern,3098,Schaufelweg,27-29,retail
47.311896,7.913306,coop-vitality-oftringen-perry-center,Oftringen,4665,Bernstrasse,1,vitality
47.311896,7.913306,christ-oftringen-christ,Oftringen,4665,Perry Center,,christ
47.255445,8.689723,coop-supermarkt-maennedorf,Männedorf,8708,Dammstrasse,18,retail
47.31205,7.912964,coop-supermarkt-oftringen-perry-center,Oftringen,4665,Bernstrasse,1,retail
47.31205,7.912964,impo-oftringen-perry-center-ip,Oftringen,4665,Bernstrasse,1,impo
46.95637,7.432029,coop-supermarkt-bern-zaehringerstrasse,Bern,3012,Zähringerstrasse,63,retail
46.945432,7.426777,coop-supermarkt-bern-brunnmatt,Bern,3007,Brunnmattstrasse,20,retail
47.202224,8.789389,coop-bau-hobby-b-h-pfaeffikon-sz,Pfäffikon,8808,Churerstrasse,133,bh
47.353362,8.253234,coop-bau-hobby-b-h-villmergen,Villmergen,5612,Anglikerstrasse,85,bh
47.305978,7.888512,coop-supermarkt-rothrist,Rothrist,4852,Bernstrasse,126,retail
47.262615,8.677139,coop-supermarkt-uetikon,Uetikon,8707,Bergstrasse,93,retail
47.307669,8.554223,coop-supermarkt-rueschlikon,Rüschlikon,8803,Weingartenstrasse,11,retail
47.200613,8.793229,interdiscount-pfaeffikon-sz-seedamm,Pfäffikon,8808,Seedamm-Center,6,id
46.953896,7.428719,coop-supermarkt-bern-muesmatt,Bern,3012,Genossenweg,1,retail
47.200842,8.793671,christ-pfaeffikon-sz-seedamm-christ,Pfäffikon,8808,Seedamm Center,,christ
47.200611,8.794972,coop-supermarkt-pfaeffikon-sz-seedamm,Pfäffikon,8808,Gwattstrasse,15,retail
46.923293,7.415477,coop-supermarkt-koeniz-stapfenmaerit,Köniz,3098,Stapfenstrasse,5,retail
46.923293,7.415477,coop-restaurant-koeniz-stapfenmaerit,Köniz,3098,Stapfenstrasse,5,restaurant
47.241593,8.724681,coop-supermarkt-staefa,Stäfa,8712,Kronenstrasse,4+6,retail
46.314966,7.744218,coop-supermarkt-gampel,Gampel,3945,Bahnhofstrasse,23,retail
47.131686,7.556786,coop-supermarkt-utzenstorf,Utzenstorf,3427,Unterdorfstrasse,7,retail
47.351651,8.34857,coop-supermarkt-bremgarten,Bremgarten,5620,Sonnengutstrasse,2,retail
47.313755,7.893855,pronto-rothrist,Rothrist,4852,Neue Aarburgerstrasse,2,pronto
47.193941,8.817252,pronto-altendorf,Altendorf,8852,Zürcherstrasse,72,pronto
47.326264,8.514248,coop-supermarkt-zuerich-leimbach,Zürich,8041,Leimbachstrasse,200,retail
47.198008,8.812698,livique-altendorf,Altendorf,8852,Zürcherstrasse,104,livique
47.355549,8.349378,pronto-bremgarten,Bremgarten,5620,Badenerstrasse,2,pronto
47.350002,8.051629,pronto-oberentfelden,Oberentfelden,5036,Industriestrasse,43,pronto
47.174189,7.59917,coop-supermarkt-kriegstetten,Kriegstetten,4566,Haltenstrasse,3,retail
47.34883,8.036807,livique-oberentfelden,Oberentfelden,5036,Köllikerstrasse,80,livique
47.362543,8.266242,pronto-wohlen,Wohlen,5610,Raimattstrasse,125,pronto
47.307028,8.589256,coop-supermarkt-erlenbach,Erlenbach,8703,Seestrasse,17,retail
47.358673,8.098971,coop-supermarkt-graenichen,Gränichen,5722,Mitteldorfstrasse,30,retail
46.885441,7.388322,coop-supermarkt-niederscherli,Niederscherli,3145,Schwarzenburgstrasse,802,retail
47.327449,8.529856,pronto-adliswil,Adliswil ZH,8134,Zürichstrasse,114,pronto
46.943853,7.406169,coop-supermarkt-bern-europaplatz,Bern,3008,Europaplatz,1,retail
46.943853,7.406169,coop-vitality-bern,Bern,3008,Europaplatz,1a,vitality
47.32311,8.548989,coop-supermarkt-kilchberg,Kilchberg,8802,Bahnhofstrasse,11,retail
47.019831,7.444688,coop-supermarkt-muenchenbuchsee,Münchenbuchsee,3053,Oberdorfstrasse,39,retail
47.019831,7.444688,coop-restaurant-muenchenbuchsee,Münchenbuchsee,3053,Oberdorfstrasse,39,restaurant
47.131173,7.537911,coop-supermarkt-baetterkinden,Bätterkinden,3315,Kyburgstrasse,2,retail
47.173362,7.585264,pronto-obergerlafingen,Obergerlafingen,4564,Bolacker,8,pronto
47.309938,7.846597,pronto-gunzgen-sued-raststaette,Gunzgen,4616,Autobahnraststätte A1,,pronto
47.310092,7.846519,marche-marche-gunzgen-sued,Kappel,4616,A1 (Richtung Zürich),,marche
47.361708,8.367712,coop-supermarkt-berikon,Berikon,8965,Bahnhofstrasse,3,retail
47.370107,8.23171,pronto-dintikon,Dintikon,5606,Gartenweg,6,pronto
47.342822,8.483085,coop-supermarkt-stallikon,Stallikon,8143,Sellenbüren,61,retail
47.026568,7.444083,pronto-muenchenbuchsee,Münchenbuchsee,3053,Bielstrasse,21,pronto
47.363706,8.091806,pronto-graenichen,Gränichen,5722,Mattenstrasse,1,pronto
47.196504,7.612618,coop-supermarkt-subingen,Subingen,4553,Wachtelweg,8,retail
47.317962,8.581581,coop-supermarkt-kuesnacht-dorf,Küsnacht,8700,Dorfstrasse,16,retail
47.353812,8.436602,coop-supermarkt-birmensdorf,Birmensdorf,8903,Zürcherstrasse,13A,retail
47.360569,8.051989,coop-supermarkt-unterentfelden,Unterentfelden,5035,Schinhuetweg,3,retail
47.360764,8.0526,ca-puccini-unterentfelden-ca-puccini,Unterentfelden,5035,Schinhuetweg,3,capuccini
47.361339,8.052633,coop-bau-hobby-b-h-unterentfelden,Unterentfelden,5035,Suhrenmattstrasse,52,bh
46.937786,7.393408,pronto-bern-morgenstrasse,Bern,3018,Morgenstrasse,89,pronto
47.171065,7.573057,coop-supermarkt-gerlafingen,Gerlafingen,4563,Kriegstettenstrasse,1,retail
46.941348,7.39175,coop-restaurant-bern-buempliz,Bern,3018,Brünnenstrasse,118,restaurant
46.941402,7.391763,interdiscount-bern-bruennenstrasse,Bern,3018,Brünnenstrasse,118,id
46.941887,7.391855,coop-supermarkt-bern-buempliz,Bern,3018,Brünnenstrasse,117,retail
47.336224,7.907304,pronto-aarburg,Aarburg,4663,Oltnerstrasse,127,pronto
46.950928,7.3932,pronto-bern-bethlehem,Bern,3027,Eymattstrasse,15,pronto
47.191192,8.854767,interdiscount-lachen,Lachen,8853,Oberdorfstrasse,9,id
46.950712,7.392188,coop-supermarkt-bern-bethlehem,Bern,3027,Kasparstrasse,7/9,retail
46.950712,7.392188,coop-bau-hobby-b-h-bern-bethlehem,Bern,3027,Kasparstrasse,7/9,bh
46.950712,7.392188,coop-restaurant-bern-bethlehem,Bern,3027,Kasparstrasse,7/9,restaurant
46.950712,7.392175,interdiscount-bern-bethlehem,Bern,3027,Kasparstrasse,7+9,id
47.327262,8.574411,coop-bau-hobby-b-h-kuesnacht,Küsnacht,8700,Seestrasse,39,bh
47.327262,8.574411,interdiscount-kuesnacht,Küsnacht,8700,Seestrasse,39,id
46.950874,7.392044,livique-bern-bethlehem,Bern,3027,Kasparstrasse,7/9,livique
47.19143,8.855868,coop-supermarkt-lachen,Lachen,8853,Feldstrasse,6,retail
47.340169,8.530659,coop-supermarkt-zuerich-wollishofen,Zürich,8038,Alte Kalchbühlstrasse,15,retail
47.234351,7.656161,coop-supermarkt-wangen-an-der-aare,Wangen an der Aare,3380,Vorstadt,5,retail
47.198691,7.598913,pronto-derendingen,Derendingen,4552,Fabrikstrasse,3,pronto
46.925249,7.37803,coop-supermarkt-niederwangen,Niederwangen,3172,Freiburgstrasse,553,retail
47.359615,8.45392,pronto-birmensdorf,Birmensdorf,8903,Zürcherstrasse,110/112,pronto
46.927488,7.377148,lumimart-niederwangen,Niederwangen,3172,Riedmoosstrasse,10,lumimart
47.381651,8.239033,coop-supermarkt-dottikon,Dottikon,5605,Bahnhofstrasse,20,retail
47.374293,8.077304,coop-supermarkt-suhr,Suhr,5034,Obere Dorfstrasse,12,retail
47.346743,7.921477,coop-supermarkt-olten-wilerfeld,Olten,4600,Wilerweg,101,retail
47.225321,8.817889,coop-supermarkt-rapperswil-bahnhof,Rapperswil,8640,Untere Bahnhofstrasse,2,retail
47.196307,7.586026,coop-supermarkt-derendingen,Derendingen,4552,Steinmattstrasse,35,retail
47.353718,7.945708,coop-supermarkt-dulliken,Dulliken,4657,Jurastrasse,3,retail
47.377879,8.089026,interdiscount-suhr,Suhr,5034,Bernstrasse-Ost,,id
47.327045,8.601555,coop-supermarkt-kuesnacht-itschnach,Küsnacht,8700,Ecke Sonnenrein/Zumikerstrasse,,retail
47.347127,8.533104,coop-supermarkt-zuerich-wollishofen-seestr-,Zürich,8038,Seestrasse,339,retail
47.346091,7.909376,interdiscount-olten-saelipark,Olten,4600,Sälipark,,id
47.18187,7.563256,coop-supermarkt-biberist,Biberist,4562,Hauptstrasse,44,retail
47.18187,7.563256,coop-restaurant-biberist,Biberist,4562,Hauptstrasse,44,restaurant
47.181879,7.563242,coop-vitality-biberist,Biberist,4562,Hauptstrasse,44,vitality
47.353567,7.934946,pronto-dulliken,Dulliken,4657,alte Landstrasse,49,pronto
47.347102,7.908696,coop-supermarkt-olten-saelihof,Olten,4600,Von Roll-Strasse, 24,retail
46.948573,7.377085,coop-supermarkt-bern-gaebelbach,Bern,3027,Weiermattstrasse,40,retail
47.336909,8.576668,coop-supermarkt-zollikon,Zollikon,8702,Alte Landstrasse,101,retail
47.227547,8.822014,coop-supermarkt-rapperswil,Rapperswil,8640,Jägerweg,22,retail
47.229064,8.820799,impo-rapperswil-ip,Rapperswil,8640,Zürcherstrasse,4,impo
47.229172,8.820775,christ-rapperswil-christ,Rapperswil,8640,Zürcherstrasse,4,christ
47.386272,8.130701,pronto-hunzenschwil,Hunzenschwil,5502,Gewerbestrasse,1,pronto
47.269498,7.693503,coop-supermarkt-niederbipp,Niederbipp,4704,Bahnhofstrasse,2,retail
47.316773,7.801191,livique-egerkingen-hausimol,Egerkingen,4622,Hausimollstrasse,10,livique
47.317255,7.802451,coop-bau-hobby-b-h-egerkingen-gaeupark,Egerkingen,4622,Hausimollstrasse,1,bh
46.819799,7.341903,coop-supermarkt-schwarzenburg,Schwarzenburg,3150,Bernstrasse,10,retail
46.819799,7.341903,coop-restaurant-schwarzenburg,Schwarzenburg,3150,Bernstrasse,10,restaurant
47.228682,7.621477,marche-marche-deitingen-nord,Deitingen,4543,A1 (Richtung Bern),,marche
47.226081,7.616833,cindy-cindy-s-diner-deitingen-sued,Deitingen,4543,A1 (Richtung Basel/Zürich),,cindy
47.317981,7.803091,coop-supermarkt-egerkingen-gaeupark,Egerkingen,4622,Hausimollstrasse,3,retail
47.317981,7.803091,coop-restaurant-egerkingen-gaeupark,Egerkingen,4622,Hausimollstrasse,3,restaurant
47.317981,7.803091,coop-vitality-einkaufszentrum-gaeupark,Egerkingen,4622,Hausimollstrasse, 3,vitality
47.317981,7.803091,take-it-egerkingen-gaeupark,Egerkingen,4622,Hausimollstrasse,3,takeit
47.317981,7.803077,interdiscount-egerkingen-gaeupark,Egerkingen,4622,Hausimollstrasse,3,id
47.368123,8.462264,coop-supermarkt-uitikon-waldegg,Uitikon,8142,Zürcherstrasse,1,retail
47.233882,8.818903,interdiscount-rapperswil,Rapperswil,8640,Zürcherstrasse,4,id
