,0,app
380,https://parlement.vs.ch/app/de/search/speech/171973,24
381,https://parlement.vs.ch/app/de/search/speech/171972,24
382,https://parlement.vs.ch/app/de/search/speech/171971,24
383,https://parlement.vs.ch/app/de/search/speech/171970,24
397,https://parlement.vs.ch/app/de/search/speech/171948,24
398,https://parlement.vs.ch/app/de/search/speech/171947,24
399,https://parlement.vs.ch/app/de/search/speech/171946,24
400,https://parlement.vs.ch/app/de/search/speech/171945,24
401,https://parlement.vs.ch/app/de/search/speech/171944,24
402,https://parlement.vs.ch/app/de/search/speech/171943,24
403,https://parlement.vs.ch/app/de/search/speech/171942,24
404,https://parlement.vs.ch/app/de/search/speech/171941,24
405,https://parlement.vs.ch/app/de/search/speech/171940,24
406,https://parlement.vs.ch/app/de/search/speech/171939,24
407,https://parlement.vs.ch/app/de/search/speech/171938,24
408,https://parlement.vs.ch/app/de/search/speech/171937,24
409,https://parlement.vs.ch/app/de/search/speech/171936,24
410,https://parlement.vs.ch/app/de/search/speech/171935,24
411,https://parlement.vs.ch/app/de/search/speech/171934,24
412,https://parlement.vs.ch/app/de/search/speech/171933,24
413,https://parlement.vs.ch/app/de/search/speech/171932,24
414,https://parlement.vs.ch/app/de/search/speech/171931,24
415,https://parlement.vs.ch/app/de/search/speech/171930,24
429,https://parlement.vs.ch/app/de/search/speech/171691,24
430,https://parlement.vs.ch/app/de/search/speech/171690,24
431,https://parlement.vs.ch/app/de/search/speech/171689,24
432,https://parlement.vs.ch/app/de/search/speech/171688,24
433,https://parlement.vs.ch/app/de/search/speech/171687,24
434,https://parlement.vs.ch/app/de/search/speech/171686,24
435,https://parlement.vs.ch/app/de/search/speech/171685,24
436,https://parlement.vs.ch/app/de/search/speech/171684,24
437,https://parlement.vs.ch/app/de/search/speech/171683,24
438,https://parlement.vs.ch/app/de/search/speech/171682,24
439,https://parlement.vs.ch/app/de/search/speech/171681,24
440,https://parlement.vs.ch/app/de/search/speech/171680,24
441,https://parlement.vs.ch/app/de/search/speech/171679,24
442,https://parlement.vs.ch/app/de/search/speech/171678,24
443,https://parlement.vs.ch/app/de/search/speech/171677,24
444,https://parlement.vs.ch/app/de/search/speech/171676,24
445,https://parlement.vs.ch/app/de/search/speech/171675,24
446,https://parlement.vs.ch/app/de/search/speech/171674,24
447,https://parlement.vs.ch/app/de/search/speech/171673,24
