,company,job,location,count
4512,Beck Berwert,Detailhandelsfachmann/-frau Beratung (Bäckerei/Konditorei/Confiserie) EFZ,Stalden (Sarnen) (OW),"
1 Lehrstelle(n)
"
4513,Bäckerei Mathieu,Detailhandelsfachmann/-frau Beratung (Bäckerei/Konditorei/Confiserie) EFZ,Susten (VS),"
1 Lehrstelle(n)
"
4514,Walz Backkunst AG,Detailhandelsfachmann/-frau Beratung (Bäckerei/Konditorei/Confiserie) EFZ,Tägerwilen (TG),"
1 Lehrstelle(n)
"
4515,Bäckerei-Confiserie Richner AG,Detailhandelsfachmann/-frau Beratung (Bäckerei/Konditorei/Confiserie) EFZ,Veltheim AG (AG),"
1 Lehrstelle(n)
"
4516,Swisscom (Schweiz) AG,Detailhandelsfachmann/-frau Beratung (Consumer-Electronics) EFZ,Luzern (LU),"
1 Lehrstelle(n)
"
4517,DGSolutions Sàrl,Detailhandelsfachmann/-frau Beratung (Consumer-Electronics) EFZ,Martigny (VS),"
1 Lehrstelle(n)
"
4518,Conforama Schweiz SA,Detailhandelsfachmann/-frau Beratung (Consumer-Electronics) EFZ,Schafisheim (AG),"
1 Lehrstelle(n)
"
4519,STEG Electronics AG,Detailhandelsfachmann/-frau Beratung (Consumer-Electronics) EFZ,Visp (VS),"
1 Lehrstelle(n)
"
4520,Elektro Imboden & Söhne AG,Detailhandelsfachmann/-frau Beratung (Consumer-Electronics) EFZ,Zermatt (VS),"
1 Lehrstelle(n)
"
4521,HORNBACH Bau- und Gartenmarkt,Detailhandelsfachmann/-frau Beratung (Do-it-yourself) EFZ,Luzern (LU),"
1 Lehrstelle(n)
"
4522,BAUHAUS Fachcentren AG,Detailhandelsfachmann/-frau Beratung (Do-it-yourself) EFZ,Oftringen (AG),"
2 Lehrstelle(n)
"
4523,Jumbo-Markt AG,Detailhandelsfachmann/-frau Beratung (Do-it-yourself) EFZ,Suhr (AG),"
1 Lehrstelle(n)
"
4524,Morard Quincaillerie succ. Chavaillaz C.,Detailhandelsfachmann/-frau Beratung (Eisenwaren) EFZ,Bulle (FR),"
1 Lehrstelle(n)
"
4525,Debrunner Acifer AG,Detailhandelsfachmann/-frau Beratung (Eisenwaren) EFZ,Emmenbrücke 1 (LU),"
1 Lehrstelle(n)
"
4526,Commerce de fer fribourgeois SA,Detailhandelsfachmann/-frau Beratung (Eisenwaren) EFZ,Freiburg (FR),"
1 Lehrstelle(n)
"
4527,Zenklusen Maschinencenter AG,Detailhandelsfachmann/-frau Beratung (Eisenwaren) EFZ,Glis (VS),"
1 Lehrstelle(n)
"
4528,Ed. Perillat SA,Detailhandelsfachmann/-frau Beratung (Eisenwaren) EFZ,Les Acacias (GE),"
1 Lehrstelle(n)
"
4529,Ferroflex AG,Detailhandelsfachmann/-frau Beratung (Eisenwaren) EFZ,Oberentfelden (AG),"
1 Lehrstelle(n)
"
4530,Debrunner Acifer AG,Detailhandelsfachmann/-frau Beratung (Eisenwaren) EFZ,Sursee (LU),"
1 Lehrstelle(n)
"
4531,Pfefferlé & Cie Sa,Detailhandelsfachmann/-frau Beratung (Eisenwaren) EFZ,Visp (VS),"
4 Lehrstelle(n)
"
4532,Metzgerei Felder GmbH,Detailhandelsfachmann/-frau Beratung (Fleischwirtschaft) EFZ,Entlebuch (LU),"
1 Lehrstelle(n)
"
4533,Metzgerei Giger,Detailhandelsfachmann/-frau Beratung (Fleischwirtschaft) EFZ,Entlebuch (LU),"
1 Lehrstelle(n)
"
4534,Migros Vaud - MMM Métropole Lausanne,Detailhandelsfachmann/-frau Beratung (Fleischwirtschaft) EFZ,Lausanne (VD),"
1 Lehrstelle(n)
"
4535,TRAITAFINA AG,Detailhandelsfachmann/-frau Beratung (Fleischwirtschaft) EFZ,Lenzburg (AG),"
1 Lehrstelle(n)
"
4536,Migros Vaud - MM Montreux,Detailhandelsfachmann/-frau Beratung (Fleischwirtschaft) EFZ,Montreux (VD),"
1 Lehrstelle(n)
"
4537,Migros Vaud - MM Morges,Detailhandelsfachmann/-frau Beratung (Fleischwirtschaft) EFZ,Morges (VD),"
1 Lehrstelle(n)
"
4538,Metzgerei Bammatter,Detailhandelsfachmann/-frau Beratung (Fleischwirtschaft) EFZ,Naters (VS),"
1 Lehrstelle(n)
"
4539,Felder Metzgerei - Wursterei,Detailhandelsfachmann/-frau Beratung (Fleischwirtschaft) EFZ,Safenwil (AG),"
1 Lehrstelle(n)
"
4540,Gebr. Strässle AG,Detailhandelsfachmann/-frau Beratung (Fleischwirtschaft) EFZ,Suhr (AG),"
1 Lehrstelle(n)
"
4541,Migros Vaud - MMM Yverdon,Detailhandelsfachmann/-frau Beratung (Fleischwirtschaft) EFZ,Yverdon-les-Bains (VD),"
1 Lehrstelle(n)
"
4542,Migros Vaud - MMM Crissier,Detailhandelsfachmann/-frau Beratung (Flower) EFZ,Crissier (VD),"
1 Lehrstelle(n)
"
4543,Migros Vaud - MMM Romanel,Detailhandelsfachmann/-frau Beratung (Flower) EFZ,Romanel-sur-Lausanne (VD),"
1 Lehrstelle(n)
"
4544,Gartencenter Lengnau AG,Detailhandelsfachmann/-frau Beratung (Garden) EFZ,Lengnau AG (AG),"
1 Lehrstelle(n)
"
4545,Arco Regio AG,Detailhandelsfachmann/-frau Beratung (Haushalt) EFZ,Eschenbach LU (LU),"
1 Lehrstelle(n)
"
4546,Lipo Ameublement,Detailhandelsfachmann/-frau Beratung (Haushalt) EFZ,Villeneuve VD (VD),"
1 Lehrstelle(n)
"
4547,Zandi Sàrl BP Service Vernier Station-service,Detailhandelsfachmann/-frau Beratung (Kiosk) EFZ,Châtelaine (GE),"
1 Lehrstelle(n)
"
4548,LANDI Markt Aachtal AG,Detailhandelsfachmann/-frau Beratung (Landi) EFZ,Amriswil (TG),"
1 Lehrstelle(n)
"
4549,Landi,Detailhandelsfachmann/-frau Beratung (Landi) EFZ,Buchrain (LU),"
1 Lehrstelle(n)
"
4550,LANDI Pilatus AG,Detailhandelsfachmann/-frau Beratung (Landi) EFZ,Horw (LU),"
1 Lehrstelle(n)
"
4551,LANDI Pilatus AG,Detailhandelsfachmann/-frau Beratung (Landi) EFZ,Malters (LU),"
1 Lehrstelle(n)
"
4552,Landi Matzingen Genossenschaft,Detailhandelsfachmann/-frau Beratung (Landi) EFZ,Matzingen (TG),"
1 Lehrstelle(n)
"
4553,LANDI Pilatus AG,Detailhandelsfachmann/-frau Beratung (Landi) EFZ,Wolhusen (LU),"
1 Lehrstelle(n)
"
4554,Wöhrle AG,Detailhandelsfachmann/-frau Beratung (Lederwaren und Reiseartikel) EFZ,Aarau (AG),"
1 Lehrstelle(n)
"
4555,OTTO'S AG,Detailhandelsfachmann/-frau Beratung (Möbel) EFZ,Arbon (TG),"
1 Lehrstelle(n)
"
4556,Arco Regio AG,Detailhandelsfachmann/-frau Beratung (Möbel) EFZ,Eschenbach LU (LU),"
1 Lehrstelle(n)
"
4557,JYSK GmbH,Detailhandelsfachmann/-frau Beratung (Möbel) EFZ,Eyholz (VS),"
1 Lehrstelle(n)
"
4558,Otto's AG,Detailhandelsfachmann/-frau Beratung (Möbel) EFZ,Luzern (LU),"
1 Lehrstelle(n)
"
4559,Conforama Schweiz SA,Detailhandelsfachmann/-frau Beratung (Möbel) EFZ,Schafisheim (AG),"
1 Lehrstelle(n)
"
4560,Otto's AG,Detailhandelsfachmann/-frau Beratung (Möbel) EFZ,Sursee (LU),"
1 Lehrstelle(n)
"
4561,Müller Reformhaus Vital Shop AG,Detailhandelsfachmann/-frau Beratung (Nahrungs- und Genussmittel) EFZ,Aarau (AG),"
1 Lehrstelle(n)
"
4562,Consommation SA,Detailhandelsfachmann/-frau Beratung (Nahrungs- und Genussmittel) EFZ,Château-d'Oex (VD),"
2 Lehrstelle(n)
"
4563,Marché Prodega - TransGourmet Suisse SA,Detailhandelsfachmann/-frau Beratung (Nahrungs- und Genussmittel) EFZ,Crissier (VD),"
1 Lehrstelle(n)
"
4564,Denner Partner Gampel,Detailhandelsfachmann/-frau Beratung (Nahrungs- und Genussmittel) EFZ,Gampel (VS),"
1 Lehrstelle(n)
"
4565,Schaukäserei Rhone AG,Detailhandelsfachmann/-frau Beratung (Nahrungs- und Genussmittel) EFZ,Glis (VS),"
1 Lehrstelle(n)
"
4566,SPAR Express,Detailhandelsfachmann/-frau Beratung (Nahrungs- und Genussmittel) EFZ,Kreuzlingen (TG),"
1 Lehrstelle(n)
"
4567,Antoine Boulangerie-Confiserie SA,Detailhandelsfachmann/-frau Beratung (Nahrungs- und Genussmittel) EFZ,Le Mouret (FR),"
1 Lehrstelle(n)
"
4568,Müller Reformhaus,Detailhandelsfachmann/-frau Beratung (Nahrungs- und Genussmittel) EFZ,Luzern (LU),"
1 Lehrstelle(n)
"
4569,Baksi Sàrl - Station ENI,Detailhandelsfachmann/-frau Beratung (Nahrungs- und Genussmittel) EFZ,Noville (VD),"
1 Lehrstelle(n)
"
4570,Marco Bläsi,Detailhandelsfachmann/-frau Beratung (Nahrungs- und Genussmittel) EFZ,Obernau (LU),"
1 Lehrstelle(n)
"
4571,Migros Partner Orani,Detailhandelsfachmann/-frau Beratung (Nahrungs- und Genussmittel) EFZ,Puidoux (VD),"
1 Lehrstelle(n)
"
4572,Fromagerie Tea-Room,Detailhandelsfachmann/-frau Beratung (Nahrungs- und Genussmittel) EFZ,Semsales (FR),"
1 Lehrstelle(n)
"
4573,Denner SA,Detailhandelsfachmann/-frau Beratung (Nahrungs- und Genussmittel) EFZ,Yverdon-les-Bains (VD),"
1 Lehrstelle(n)
"
4574,Mc PaperLand,Detailhandelsfachmann/-frau Beratung (Papeterie) EFZ,Luzern (LU),"
1 Lehrstelle(n)
"
4575,Office World AG,Detailhandelsfachmann/-frau Beratung (Papeterie) EFZ,Luzern (LU),"
1 Lehrstelle(n)
"
4576,Müller Handels AG Schweiz,Detailhandelsfachmann/-frau Beratung (Parfümerie) EFZ,Lupfig (AG),"
1 Lehrstelle(n)
"
4577,Marionnaud Parfumeries AG,Detailhandelsfachmann/-frau Beratung (Parfümerie) EFZ,Luzern (LU),"
1 Lehrstelle(n)
"
4578,KIKO Shoppi Tivoli,Detailhandelsfachmann/-frau Beratung (Parfümerie) EFZ,Spreitenbach (AG),"
1 Lehrstelle(n)
"
4579,Dosenbach-Ochsner AG,Detailhandelsfachmann/-frau Beratung (Schuhe) EFZ,Aarau (AG),"
1 Lehrstelle(n)
"
4580,Schuh Wehrli AG,Detailhandelsfachmann/-frau Beratung (Schuhe) EFZ,Aarau (AG),"
1 Lehrstelle(n)
"
4581,Vögele Shoes,Detailhandelsfachmann/-frau Beratung (Schuhe) EFZ,Amriswil (TG),"
1 Lehrstelle(n)
"
4582,Dosenbach-Ochsner AG,Detailhandelsfachmann/-frau Beratung (Schuhe) EFZ,Ebikon (LU),"
1 Lehrstelle(n)
"
4583,Dosenbach Chaussures Metro Shopping Dosenbach,Detailhandelsfachmann/-frau Beratung (Schuhe) EFZ,Genf (GE),"
1 Lehrstelle(n)
"
4584,Dosenbach-Ochsner AG,Detailhandelsfachmann/-frau Beratung (Schuhe) EFZ,Kriens (LU),"
1 Lehrstelle(n)
"
4585,Bissegger Orthopädie und Schuhmode,Detailhandelsfachmann/-frau Beratung (Schuhe) EFZ,Sirnach (TG),"
1 Lehrstelle(n)
"
4586,Dosenbach-Ochsner AG,Detailhandelsfachmann/-frau Beratung (Schuhe) EFZ,Sitten (VS),"
1 Lehrstelle(n)
"
4587,Dosenbach-Ochsner AG,Detailhandelsfachmann/-frau Beratung (Schuhe) EFZ,Sursee (LU),"
1 Lehrstelle(n)
"
4588,Schuh Wehrli AG,Detailhandelsfachmann/-frau Beratung (Schuhe) EFZ,Sursee (LU),"
1 Lehrstelle(n)
"
4589,Dosenbach-Ochsner AG,Detailhandelsfachmann/-frau Beratung (Schuhe) EFZ,Willisau (LU),"
1 Lehrstelle(n)
"
4590,Dosenbach-Ochsner AG,Detailhandelsfachmann/-frau Beratung (Sportartikel) EFZ,Martigny (VS),"
1 Lehrstelle(n)
"
4591,Sepp Bürcher Sport AG,Detailhandelsfachmann/-frau Beratung (Sportartikel) EFZ,Riederalp (VS),"
1 Lehrstelle(n)
"
4592,Powershop Lüscher + Co.,Detailhandelsfachmann/-frau Beratung (Sportartikel) EFZ,Safenwil (AG),"
1 Lehrstelle(n)
"
4593,JYSK GmbH,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Amriswil (TG),"
1 Lehrstelle(n)
"
4594,PKZ Burger-Kehl & Cie SA,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Avry-sur-Matran (FR),"
1 Lehrstelle(n)
"
4595,Mode Herzog AG,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Baden (AG),"
1 Lehrstelle(n)
"
4596,WE Switzerland Fashion AG,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Baden (AG),"
1 Lehrstelle(n)
"
4597,PENNYBLACK,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Bellenz (TI),"
1 Lehrstelle(n)
"
4598,Orchestra SA,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Conthey (VS),"
1 Lehrstelle(n)
"
4599,Chicorée Mode AG,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Emmenbrücke (LU),"
1 Lehrstelle(n)
"
4600,Mode KOFLER,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Emmenbrücke (LU),"
1 Lehrstelle(n)
"
4601,Arco Regio AG,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Eschenbach LU (LU),"
1 Lehrstelle(n)
"
4602,Molli Mode Fachgeschäft,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Frauenfeld (TG),"
1 Lehrstelle(n)
"
4603,Baby-Rose Werlen GmbH,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Glis (VS),"
1 Lehrstelle(n)
"
4604,Les Boutiques Angéloz SA,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,La Tour-de-Trême (FR),"
1 Lehrstelle(n)
"
4605,Manor SA Lausanne,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Lausanne (VD),"
1 Lehrstelle(n)
"
4606,COOPERATIVA MIGROS TICINO,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Lugano (TI),"
1 Lehrstelle(n)
"
4607,Levi's Store Luzern,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Luzern (LU),"
1 Lehrstelle(n)
"
4608,Magazine zum Globus AG,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Luzern (LU),"
1 Lehrstelle(n)
"
4609,Mode KOFLER,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Luzern (LU),"
1 Lehrstelle(n)
"
4610,relax fashion ag,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Luzern (LU),"
2 Lehrstelle(n)
"
4611,Conny's chic fashion GmbH,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Murten (FR),"
1 Lehrstelle(n)
"
4612,COOPERATIVA MIGROS TICINO,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Serfontana (TI),"
1 Lehrstelle(n)
"
4613,Studio Couture,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Siders (VS),"
1 Lehrstelle(n)
"
4614,Renzi Fashion,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Spreitenbach (AG),"
1 Lehrstelle(n)
"
4615,Blackout / Jeans Fritz Schweiz AG,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Suhr (AG),"
1 Lehrstelle(n)
"
4616,Wollenhof AG,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Sursee (LU),"
1 Lehrstelle(n)
"
4617,Bayard Co LTD Women,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Visp (VS),"
1 Lehrstelle(n)
"
4618,Yard Women,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Visp (VS),"
1 Lehrstelle(n)
"
4619,Modehaus Peter AG,Detailhandelsfachmann/-frau Beratung (Textil) EFZ,Willisau (LU),"
1 Lehrstelle(n)
"
4620,Manor Warenhaus,Detailhandelsfachmann/-frau Beratung (Uhren-Schmuck-Edelsteine) EFZ,Emmenbrücke (LU),"
1 Lehrstelle(n)
"
4621,Embassy Jewel AG,Detailhandelsfachmann/-frau Beratung (Uhren-Schmuck-Edelsteine) EFZ,Luzern (LU),"
1 Lehrstelle(n)
"
4622,Rent a Box Schmuck und Uhren AG,Detailhandelsfachmann/-frau Beratung (Uhren-Schmuck-Edelsteine) EFZ,Luzern (LU),"
1 Lehrstelle(n)
"
4623,Watches & Jewellery by ASSOS,Detailhandelsfachmann/-frau Beratung (Uhren-Schmuck-Edelsteine) EFZ,Montreux (VD),"
1 Lehrstelle(n)
"
4624,Steffen AG,Detailhandelsfachmann/-frau Beratung (Uhren-Schmuck-Edelsteine) EFZ,Wolhusen (LU),"
1 Lehrstelle(n)
"
4625,Fressnapf Schweiz AG,Detailhandelsfachmann/-frau Beratung (Zoofachhandel) EFZ,Dättwil AG (AG),"
1 Lehrstelle(n)
"
4626,Fressnapf Schweiz AG,Detailhandelsfachmann/-frau Beratung (Zoofachhandel) EFZ,Wohlen AG (AG),"
1 Lehrstelle(n)
"
4627,Garage Saurer SA,Detailhandelsfachmann/-frau Bewirtschaftung (Autoteile-Logistik) EFZ,Conthey (VS),"
1 Lehrstelle(n)
"
4628,Emil Frey AG,Detailhandelsfachmann/-frau Bewirtschaftung (Autoteile-Logistik) EFZ,Frauenfeld (TG),"
1 Lehrstelle(n)
"
4629,Derendinger AG,Detailhandelsfachmann/-frau Bewirtschaftung (Autoteile-Logistik) EFZ,Kriens (LU),"
1 Lehrstelle(n)
"
4630,Garage Zénith SA,Detailhandelsfachmann/-frau Bewirtschaftung (Autoteile-Logistik) EFZ,La Conversion (VD),"
1 Lehrstelle(n)
"
4631,Garage Herzog AG,Detailhandelsfachmann/-frau Bewirtschaftung (Autoteile-Logistik) EFZ,Sirnach (TG),"
1 Lehrstelle(n)
"
4632,Sikkens Center Givisiez,Detailhandelsfachmann/-frau Bewirtschaftung (Farben) EFZ,Givisiez (FR),"
1 Lehrstelle(n)
"
4633,Vernis Claessens SA,Detailhandelsfachmann/-frau Bewirtschaftung (Farben) EFZ,Renens VD (VD),"
1 Lehrstelle(n)
"
4634,Metzgerei Bammatter,Detailhandelsfachmann/-frau Bewirtschaftung (Fleischwirtschaft) EFZ,Naters (VS),"
1 Lehrstelle(n)
"
4635,Migros Valais,Detailhandelsfachmann/-frau Bewirtschaftung (Haushalt) EFZ,Martigny (VS),"
1 Lehrstelle(n)
"
4636,Migros Valais,Detailhandelsfachmann/-frau Bewirtschaftung (Haushalt) EFZ,Monthey (VS),"
1 Lehrstelle(n)
"
4637,Migros Valais,Detailhandelsfachmann/-frau Bewirtschaftung (Haushalt) EFZ,Siders (VS),"
1 Lehrstelle(n)
"
4638,Migros Wallis,Detailhandelsfachmann/-frau Bewirtschaftung (Haushalt) EFZ,Visp (VS),"
1 Lehrstelle(n)
"
4639,MX2 Kiosk GmbH,Detailhandelsfachmann/-frau Bewirtschaftung (Kiosk) EFZ,Luzern (LU),"
1 Lehrstelle(n)
"
4640,Bistro Kiosk Dilei,Detailhandelsfachmann/-frau Bewirtschaftung (Kiosk) EFZ,Susten (VS),"
1 Lehrstelle(n)
"
4641,Volg Detailhandels AG,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Agarn (VS),"
1 Lehrstelle(n)
"
4642,COOPERATIVA MIGROS TICINO,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Agno (TI),"
1 Lehrstelle(n)
"
4643,Migros Vaud - MMM Chablais - Aigle,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Aigle (VD),"
1 Lehrstelle(n)
"
4644,Denner SA Avry-Centre,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Avry-sur-Matran (FR),"
1 Lehrstelle(n)
"
4645,Chrättli Lebensmittel,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Baden (AG),"
1 Lehrstelle(n)
"
4646,Volg Detailhandels AG,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Bellwald (VS),"
1 Lehrstelle(n)
"
4647,Volg Detailhandels AG,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Bettmeralp (VS),"
1 Lehrstelle(n)
"
4648,Migros Valais,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Bouveret (VS),"
1 Lehrstelle(n)
"
4649,Lidl Schweiz AG,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Brig (VS),"
1 Lehrstelle(n)
"
4650,Migros Wallis,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Brig (VS),"
1 Lehrstelle(n)
"
4651,SPAR Supermarkt Bürglen,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Bürglen TG (TG),"
1 Lehrstelle(n)
"
4652,Lucia Wiederkehr GmbH,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Buttisholz (LU),"
1 Lehrstelle(n)
"
4653,Migros Valais,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Crans-Montana (VS),"
1 Lehrstelle(n)
"
4654,Migros Vaud - MMM Crissier,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Crissier (VD),"
2 Lehrstelle(n)
"
4655,Plerona GmbH,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Eschlikon TG (TG),"
1 Lehrstelle(n)
"
4656,Volg Detailhandels AG,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Eschlikon TG (TG),"
1 Lehrstelle(n)
"
4657,Denner AG,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Frauenfeld (TG),"
1 Lehrstelle(n)
"
4658,Ramon Toma GmbH,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Frauenfeld (TG),"
1 Lehrstelle(n)
"
4659,Denner SA (Pérolles 55),Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Freiburg (FR),"
1 Lehrstelle(n)
"
4660,Migros Valais,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Fully (VS),"
1 Lehrstelle(n)
"
4661,Volg Detailhandels AG,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Geuensee (LU),"
1 Lehrstelle(n)
"
4662,Migros Wallis,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Glis (VS),"
1 Lehrstelle(n)
"
4663,Landi Aarau-West AG,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Gontenschwil (AG),"
1 Lehrstelle(n)
"
4664,Volg Detailhandels AG,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Güttingen (TG),"
1 Lehrstelle(n)
"
4665,Migros Valais,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Haute-Nendaz (VS),"
1 Lehrstelle(n)
"
4666,Prim'Frais Valais SA,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Haute-Nendaz (VS),"
1 Lehrstelle(n)
"
4667,Volg Detailhandels AG,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Herznach (AG),"
1 Lehrstelle(n)
"
4668,Landi Sempach-Emmen,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Hildisrieden (LU),"
1 Lehrstelle(n)
"
4669,Coop Genossenschaft,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Hochdorf (LU),"
1 Lehrstelle(n)
"
4670,"LANDI Seerücken, Genossenschaft",Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Hörhausen (TG),"
1 Lehrstelle(n)
"
4671,Volg-Laden,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Inwil (LU),"
1 Lehrstelle(n)
"
4672,Coop Region Kaiseraugst,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Kaiseraugst (AG),"
1 Lehrstelle(n)
"
4673,Denner AG,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Kreuzlingen (TG),"
1 Lehrstelle(n)
"
4674,Spirit & Lifestyle GmbH,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Kreuzlingen (TG),"
1 Lehrstelle(n)
"
4675,Migros Vaud - MM Closelet,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Lausanne (VD),"
1 Lehrstelle(n)
"
4676,Migros Vaud - M La Vallée,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Le Sentier (VD),"
1 Lehrstelle(n)
"
4677,Volg Detailhandels AG,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Lengnau AG (AG),"
1 Lehrstelle(n)
"
4678,Migros Wallis,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Leukerbad (VS),"
1 Lehrstelle(n)
"
4679,Volg Detailhandels AG,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Lupfig (AG),"
1 Lehrstelle(n)
"
4680,Volg Detailhandels AG Filiale Marbach,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Marbach LU (LU),"
1 Lehrstelle(n)
"
4681,Migros Valais,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Martigny (VS),"
1 Lehrstelle(n)
"
4682,Genossenschaft Migros Ostschweiz,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Müllheim Dorf (TG),"
1 Lehrstelle(n)
"
4683,Denner Express,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Münchwilen TG (TG),"
1 Lehrstelle(n)
"
4684,Genossenschaft Migros Ostschweiz,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Münchwilen TG (TG),"
1 Lehrstelle(n)
"
4685,Volg Detailhandels AG,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Oberwil-Lieli (AG),"
1 Lehrstelle(n)
"
4686,BP Service Oftringen,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Oftringen (AG),"
1 Lehrstelle(n)
"
4687,Migros Vaud - M Orbe,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Orbe (VD),"
1 Lehrstelle(n)
"
4688,Société coopérative de consommation,Detailhandelsfachmann/-frau Bewirtschaftung (Nahrungs- und Genussmittel) EFZ,Réchy (VS),"
1 Lehrstelle(n)
"
